text,label,notes
"bug: [python sdk] Prompt cache serves stale prompt after label removal when refresh fails (v3.8.1)\n\n### Describe the bug\n\nAfter upgrading to the Python SDK `langfuse 3.8.1` I noticed that the local prompt cache never invalidates when the associated label is removed or re-attached in the Langfuse UI.  A long-running process initialises the SDK with caching enabled and fetches a prompt via\n\n```python\nget_prompt(""foo/bar"", label=""feature-a-v1"", cache_ttl_seconds=5)\n```\n\nThe first call caches the prompt under the key `foo/bar-label:feature-a-v1` and returns the expected content.  Later, the label `feature-a-v1` is removed or assigned to a newer version in the UI.  Once the TTL expires, I expect the next call to either drop the cache entry (so the SDK attempts another label) or surface the `404` error.  Instead, `get_prompt` keeps returning the stale prompt forever.  The background refresh thread logs a `LangfuseNotFoundError` but leaves the cache entry untouched, so the caller never knows that the label is gone.\n\n### Steps to reproduce\n\n1. Start a long-running service with caching enabled.  Initialise the SDK and set `cache_ttl_seconds` to any value greater than `0` (e.g. `5` seconds).\n2. Publish a prompt ""foo/bar"" in Langfuse and assign it a label `feature-a-v1`.\n3. Call `get_prompt(""foo/bar"", label=""feature-a-v1"", cache_ttl_seconds=5)` once to populate the local cache.\n4. In the Langfuse UI or API, remove the label `feature-a-v1` from `foo/bar` or reassign it to a newer version; ensure an unlabeled or differently labeled variant of `foo/bar` exists for fallback.\n5. Wait for the TTL to elapse and call `get_prompt` again with the same arguments.\n\n### Langfuse Cloud or self-hosted?\n\nSelf-hosted (behaviour should be identical on Cloud).\n\n### If self-hosted, what version are you running?\n\nv3.8.1 server and UI.\n\n### SDK and integration versions\n\n| Package         | Version |\n|----------------|---------|\n| langfuse (python sdk) | 3.8.1 |\n| python         | 3.12    |\n\nPrompt cache TTL is `5` seconds; any positive TTL reproduces the issue.\n\n### Additional information\n\n**Expected:** after the cache entry expires, the SDK should either remove it so the next call falls back to another label, or surface the `404` to the caller.  This would allow fallback logic to retrieve the unlabeled prompt.\n\n**Actual:**\n\n- `get_prompt` continues returning the cached prompt for `feature-a-v1` indefinitely.\n- In the background thread, `_fetch_prompt_and_update_cache` raises `LangfuseNotFoundError` because the label no longer exists.\n- The refresh worker logs a warning and exits, but does not remove the cache entry.\n- Subsequent calls return the obsolete prompt until the process restarts or the cache is manually cleared.\n\n**Log excerpt:**\n\n```\nINFO    | prompt.selected foo/bar with label feature-a-v1\nERROR   | Error while fetching prompt 'foo/bar-label:feature-a-v1': status_code: 404, body: {""message"": ""Prompt not found ...""}\nWARNING | PromptCacheRefreshConsumer encountered an error, cache was not refreshed: ...\n```\n\nWhen `_fetch_prompt_and_update_cache` receives a `404`, it should drop the cache entry entirely.  This would make the next call behave like a cold miss and trigger fallback to the unlabeled prompt.  I am willing to submit a patch if the maintainers agree with this approach.",bug_report,github bug label or bug: title
"feat(api): allow annotation queue assignments via email in addition to userId\n\n### Discussed in https://github.com/orgs/langfuse/discussions/8773\n\n<div type='discussions-op-text'>\n\n<sup>Originally posted by **michaelkorbit** August 27, 2025</sup>\nI can't figure out how to use annotation queue assignment with the MIT license version since the AnnotationQueueAssignmentRequest only works by userId and I can't see any way to get those without an EE license? Is this intended? Obviously it work in the UI but thats not a real option. I get that the org/project member listing is part of management an intended to be only EE but all we would need to assign Queue is something like an AnnotationQueueAssignmentRequest that work from email instead of userId.</div>",feature_request,feature request title pattern
"bug: Getting 'TypeError: object of type 'NoneType' has no len()' from Langfuse OpenAI SDK\n\n### Describe the bug\n\nI'm getting the following error from Langfuse OpenAI package. My goal was to use Langfuse OpenRouter Integration as per thus [doc](https://langfuse.com/integrations/gateways/openrouter) \n \n>  TypeError: object of type 'NoneType' has no len()\n\nThe code that I'm using\n\n```\ntry:\n      response = client.chat.completions.create(**params)\n except Exception as e:\n      logger.error(f""[Error] : {json.dumps({'step': 'API Request', 'error': str(e), 'type': type(e).__name__})}"")\n      raise\n```\n\nAs per this [discussion](https://github.com/orgs/langfuse/discussions/5453) I'll definitely add retrying mechanism and error handling for None edge case but still this issue has been there for a long time now and I'm not sure if it will break our flow again.\n\n## Cause\n\nCurrently I'm using Langfuse Datasets to create an evaluation dataset to set my Agent. To decrease evaluation time I'm running all agents async which turns out to be 51 Agents ( 1 for each question ) and then this bug occurs in some of the instances and causes the agents to stop.\n\n### Steps to reproduce\n\n1. Create Agent with Langfuse OpenAI SDK for OpenRouter Integration as mentioned in this [doc](https://langfuse.com/integrations/gateways/openrouter) that runs for atleast few minutes.\n\n```\nclient = OpenAI(\n    base_url=""https://openrouter.ai/api/v1"",\n    api_key=os.getenv(""OPENROUTER_API_KEY""),\n)\n```\n\n2. Run 51 parallel instances of the Agent.\n\n3. 2-3 Instances will fail with the above error\n\n### Langfuse Cloud or self-hosted?\n\nLangfuse Cloud\n\n### If self-hosted, what version are you running?\n\n_No response_\n\n### SDK and integration versions\n\nLangfuse : 3.12.0\nPython :  3.13.2\nOpenRouter ( api ) : https://openrouter.ai/api/v1\n\n### Additional information\n\nThis might help, posted by someone in the same discussion attached above \n\n<img width=""939"" height=""139"" alt=""Image"" src=""https://github.com/user-attachments/assets/5d148ccf-db2d-461d-9ecb-7f33bd7ef34a"" />\n\n### Are you interested in contributing a fix for this bug?\n\nNo",bug_report,github bug label or bug: title
"feat(sdk-python): add update_current_embedding func\n\n> The current situation is this: I need to add cost and token to the embedding, but there's no `langfuse.update_current_embedding` function, so I used `langfuse.update_current_generation`, which caused this bug. However, the cost and token are correct.\n> \n> ```py\n> with lang.start_as_current_observation(\n>             name=""Embedding"", as_type=""embedding"", model=self.model_name, input=input\n>         ):\n>             res = await aembedding(\n>                model=self.args.model,\n>                input=input,\n>                api_key=self.args.api_key,\n>                api_base=self.args.base_url,\n>                encoding_format=""float"",\n>             )\n>             if res.usage:\n>                 lang.update_current_generation(\n>                     usage_details={\n>                         ""input"": res.usage.total_tokens,\n>                     },\n>                 )\n> ```\n> \n> <img width=""1012"" height=""811"" alt=""Image"" src=""https://github.com/user-attachments/assets/2047417f-bfea-4e10-8a28-9aae18c86b66"" />\n> \n> \n> ---\n> \n> I tried a different syntax, `span.update`, which shows as an embedding type, but Langfuse isn't displaying the token correctly.\n> \n> Currently, I can only temporarily use the generation type to calculate the cost.\n> \n> \n> ```py\n>         with lang.start_as_current_observation(\n>             name=""Embedding"",\n>             as_type=""embedding"",\n>             model=self.model_name,\n>             input={""input"": input},\n>         ) as span:\n>             ...\n>             if res.usage:\n>                 span.update(\n>                     usage_details={\n>                         ""input"": res.usage.total_tokens,\n>                     }\n>                 )\n> ```\n> \n> <img width=""836"" height=""756"" alt=""Image"" src=""https://github.com/user-attachments/assets/ba135840-3783-4ba1-b51d-bbb0b18e62c0"" /> \n\n _Originally posted by @Ocyss in [#10411](https://github.com/langfuse/langfuse/issues/10411#issuecomment-3663790379)_",feature_request,feature request title pattern
"bug: version number shown without spacing in the UI\n\n### Describe the bug\n\nLangfuse version number shown without spacing in the UI:\n\n<img width=""207"" height=""131"" alt=""Image"" src=""https://github.com/user-attachments/assets/a402946a-5751-4b25-95c6-eaba0cfb1388"" />\n\n### Steps to reproduce\n\nUse latest version of langfuse OSS\nOpen the langfuse homepage\n\n### Langfuse Cloud or self-hosted?\n\nSelf-hosted\n\n### If self-hosted, what version are you running?\n\n3.133.0\n\n### SDK and integration versions\n\n_No response_\n\n### Additional information\n\n_No response_\n\n### Are you interested in contributing a fix for this bug?\n\nNo",bug_report,github bug label or bug: title
"feat(datasets): Record the user who triggered a dataset run\n\n## Feature Request\n\n### Problem\n\nWhen a dataset run is created — either via the UI (experiments) or API — there is no record of **which user triggered it**. In team collaboration scenarios, this makes it difficult to:\n\n- Audit who initiated an experiment run\n- Filter or search runs by creator\n- Track team member activity on datasets\n\n### Current State\n\nThe `DatasetRuns` model only stores: `id`, `name`, `description`, `metadata`, `datasetId`, `createdAt`, `updatedAt`. There is no `createdByUserId` or equivalent field.\n\nSimilarly, the Remote Experiment webhook payload (`POST` to `remoteExperimentUrl`) does not include any user context:\n\n```json\n{\n  ""projectId"": ""..."",\n  ""datasetId"": ""..."",\n  ""datasetName"": ""..."",\n  ""payload"": {}\n}\n```\n\n### Proposed Solution\n\n**Option A (minimal):** Add user context to the Remote Experiment webhook payload so third-party systems can record the triggering user:\n\n```json\n{\n  ""projectId"": ""..."",\n  ""datasetId"": ""..."",\n  ""datasetName"": ""..."",\n  ""payload"": {},\n  ""triggeredBy"": {\n    ""userId"": ""..."",\n    ""userName"": ""..."",\n    ""userEmail"": ""...""\n  }\n}\n```\n\n**Option B (native):** Add a `createdByUserId` column to the `dataset_runs` table and display the creator in the UI (run list and run detail views).\n\nBoth options can coexist — Option A enables external audit systems, Option B provides first-class support within Langfuse.\n\n### Workaround\n\nCurrently users can manually write user info into the `metadata` field when creating a run via the SDK, but this is not enforced, not available for UI-triggered runs, and not surfaced in the UI.",feature_request,feature request title pattern
"Typo in Annotation Queues Docs\n\nHopefully an agent can very easily pick this up.\n\nAt https://langfuse.com/docs/evaluation/evaluation-methods/annotation-queues\n\nit says Annotation Queues are a manual [evaluation method](https://langfuse.com/docs/evaluation/core-concepts#evaluation-methods) which is build for domain experts to add [scores](https://langfuse.com/docs/evaluation/scores/overview) and comments to traces, observations or sessions.\n\nBuild should be built.",support_question,question/clarification without failure
"bug: JSON Path mappings don't support sub-list operations\n\n### Describe the bug\n\nWhen defining mappings e.g. for Dataset Item Input, you can use the JSON Path syntax to select a specific field within the source JSON data.\n✅  This works fine for simple fields, and works for selecting the nth element of an array e.g. `$[1].content[0].type`.\n❌  If you try to use indexing selectors that would return a sub-list (e.g `[0,1]`, `[0:2]`, `[0:]`, `[*]` etc.) these should return a list containing a subset of the items in the source list, but instead return only the first item from the list. This also propagates down the selection, so that e.g. `$[0,1].content` returns only the content field on the first element, when it should return a list containing the content fields from the first and second elements.\n\nThis is particularly relevant for parsing out data to be used to replace placeholders in managed chat prompts, since they require a list of messages.\n\n### Steps to reproduce\n\nSelect an observation that has a nested array somewhere in the input json => Add observations to new dataset => New Dataset => Custom mapping => enter the JSON path to the array plus a slice index e.g. [0:2].\nObserve that in the preview result there is just a single item.\n\n### Langfuse Cloud or self-hosted?\n\nLangfuse Cloud\n\n### If self-hosted, what version are you running?\n\n_No response_\n\n### SDK and integration versions\n\n_No response_\n\n### Additional information\n\nI understand the root cause, it's a one line fix, I'll post a PR in a min.\n\n### Are you interested in contributing a fix for this bug?\n\nYes",bug_report,github bug label or bug: title
"bug: filters disappearing from widget\n\n### Describe the bug\n\nI am adding more than 1 filter to widget and the second filter disappears when I open the widget a second time and click save.\n\n### Steps to reproduce\n\nCreate a widget in a dashboard, add 2 filters to the widget. Reopen the widget, click save and the second filter disappears.\n\nThis issue seems to explicitly happening with Ragas Score fields like 'Score Name' & 'Score Value'\n\n### Langfuse Cloud or self-hosted?\n\nSelf-hosted\n\n### If self-hosted, what version are you running?\n\n_No response_\n\n### SDK and integration versions\n\n_No response_\n\n### Additional information\n\n_No response_\n\n### Are you interested in contributing a fix for this bug?\n\nNo",bug_report,github bug label or bug: title
"bug: private_key_jwt method not supported for custom nextauth provider\n\n### Describe the bug\n\nI am trying to configure Ping Federate OAuth provider to my langfuse self-hosted deployment in AWS.\nThe error I get, when i click the button to login using the OAuth provider, is \n```\n[next-auth][error][OAUTH_CALLBACK_ERROR]\nhttps://next-auth.js.org/errors#oauth_callback_error no client jwks provided for signing a client assertion with {\n	error: Error [OAuthCallbackError]: no client jwks provided for signing a client assertion with\n	at async k (.next/server/pages/api/auth/[...nextauth].js:1:2293) {\n		code: undefined\n	},\n	providerId: 'custom',\n	message: 'no client jwks provided for signing a client assertion with'\n}\n```\nThe message implies that langfuse does not pass the private jwk via the auth wrapper to next auth provider, which might be true by looking at the https://github.com/langfuse/langfuse/blob/03b736ef4acab331d33824edfb497c74b7412a9f/web/src/server/auth.ts#L176-L198\n\n### Steps to reproduce\n\n1. Use AWS ECS Fargate deployment\n2. Use `private_key_jwk` as auth method\n3. JWK alg RS512\n\nFargate task configuration (env vars)\n```json\n""environment"": [\n	{\n	  ""name"": ""AUTH_CUSTOM_CLIENT_ID"",\n	  ""value"": ""myclientid""\n	},\n	{\n	  ""name"": ""AUTH_CUSTOM_NAME"",\n	  ""value"": ""Login using Ping Federate""\n	},\n	{\n	  ""name"": ""AUTH_CUSTOM_ALLOW_ACCOUNT_LINKING"",\n	  ""value"": ""true""\n	},\n	{\n	  ""name"": ""AUTH_CUSTOM_ISSUER"",\n	  ""value"": ""https://pingfederate.mydomain.com""\n	},\n	{\n	  ""name"": ""AUTH_SESSION_MAX_AGE"",\n	  ""value"": ""600""\n	},\n	{\n	  ""name"": ""AUTH_CUSTOM_CLIENT_AUTH_METHOD"",\n	  ""value"": ""private_key_jwt""\n	},\n	{\n	  ""name"": ""AUTH_CUSTOM_CHECKS"",\n	  ""value"": ""state,pkce""\n	},\n	{\n	  ""name"": ""ENTERPRISE_SSO_REQUIRED_MESSAGE"",\n	  ""value"": ""true""\n	},\n	{\n	  ""name"": ""NEXTAUTH_URL"",\n	  ""value"": ""https://langfuse.mydomain.com""\n	},\n],\n""secrets"": [\n	{\n	  ""name"": ""NEXTAUTH_SECRET"",\n	  ""valueFrom"": ""arn:aws:secretsmanager:eu-central-1:000000000000:secret:nextauthsecret-XYZ123""\n	},\n	{\n	  ""name"": ""AUTH_CUSTOM_CLIENT_SECRET"",\n	  ""valueFrom"": ""arn:aws:secretsmanager:eu-central-1:000000000000:secret:credentialsecret-XYZ123""\n	}\n],\n```\n\nContents of the secret injected into `AUTH_CUSTOM_CLIENT_SECRET`\n```json\n{\n  ""d"": ""***"",\n  ""dp"": ""***"",\n  ""dq"": ""***"",\n  ""e"": ""AQAB"",\n  ""kty"": ""RSA"",\n  ""n"": ""***"",\n  ""p"": ""***"",\n  ""q"": ""***"",\n  ""qi"": ""***"",\n  ""use"": ""sig"",\n  ""alg"": ""RS512"",\n  ""kid"": ""***""\n}\n```\n\n### Langfuse Cloud or self-hosted?\n\nSelf-hosted\n\n### If self-hosted, what version are you running?\n\nlatest\n\n### SDK and integration versions\n\n_No response_\n\n### Additional information\n\n_No response_\n\n### Are you interested in contributing a fix for this bug?\n\nNo",bug_report,github bug label or bug: title
"bug: Can not add Mistral Provider in UI\n\n### Describe the bug\n\nHi!\n\nI am trying to add Mistral AI as provider. I used OpenAI template, but with Mistral's base URL (see it [here](https://github.com/orgs/langfuse/discussions/5759#discussioncomment-12359924)). However, I am getting 400 status code: `no body`.\n\nAny ideas how to overcome this?\n\n### Steps to reproduce\n\n1. New LLM Connection\n2. OpenAI LLM Adapter\n3. Advanced setting -> base url to `https://api.mistral.ai/v1`\n4. Create connection\n\n### Langfuse Cloud or self-hosted?\n\nLangfuse Cloud\n\n### If self-hosted, what version are you running?\n\n_No response_\n\n### SDK and integration versions\n\n_No response_\n\n### Additional information\n\n_No response_\n\n### Are you interested in contributing a fix for this bug?\n\nNo",bug_report,github bug label or bug: title
"bug: Failed to export span batch code: 404,\n\n### Describe the bug\n\nCalling the local langfuse instance is not working as expected. it always output this error:\n\n```\nFailed to export span batch code: 404, reason: <!DOCTYPE html><html lang=""en""><head><meta charSet=""utf-8""/><meta name=""viewport"" content=""width=device-width""/><meta name=""next-head-count"" content=""2""/><link rel=""preload"" href=""/_next/static/css/1d1bf8ebf039f876.css"" as=""style""/><link rel=""stylesheet"" href=""/_next/static/css/1d1bf8ebf039f876.css"" data-n-g=""""/><noscript data-n-css=""""></noscript><script defer="""" nomodule="""" src=""/_next/static/chunks/polyfills-42372ed130431b0a.js""></script><script src=""/_next/static/chunks/webpack-fafe7122277f5772.js"" defer=""""></script><script src=""/_next/static/chunks/framework-d2dcb18632b956b2.js"" defer=""""></script><script src=""/_next/static/chunks/main-19694d19b6f6c228.js"" defer=""""></script><script src=""/_next/static/chunks/pages/_app-ae93573aecc823f3.js"" defer=""""></script><script src=""/_next/static/chunks/pages/_error-881d11b9e6da73d1.js"" defer=""""></script><script src=""/_next/static/bswyj5LIYOPjWyvUUggOC/_buildManifest.js"" defer=""""></script><script src=""/_next/static/bswyj5LIYOPjWyvUUggOC/_ssgManifest.js"" defer=""""></script></head><body><div id=""__next""><script>!function(){try{var d=document.documentElement,c=d.classList;c.remove('light','dark');var e=localStorage.getItem('theme');if('system'===e||(!e&&true)){var t='(prefers-color-scheme: dark)',m=window.matchMedia(t);if(m.media!==t||m.matches){d.style.colorScheme = 'dark';c.add('dark')}else{d.style.colorScheme = 'light';c.add('light')}}else if(e){c.add(e|| '')}if(e==='light'||e==='dark')d.style.colorScheme=e}catch(e){}}()</script><div class=""flex min-h-full flex-1 flex-col justify-center py-12 sm:px-6 lg:px-8"" data-sentry-component=""Spinner"" data-sentry-source-file=""spinner.tsx""><div class=""sm:mx-auto sm:w-full sm:max-w-md""><img src=""/icon.svg"" width=""42"" height=""42"" alt=""Langfuse Icon"" class=""mx-auto motion-safe:animate-spin"" data-sentry-component=""LangfuseIcon"" data-sentry-source-file=""LangfuseLogo.tsx""/><h2 class=""mt-5 text-center text-2xl font-bold leading-9 tracking-tight text-primary"">Loading<!-- --> ...</h2></div></div></div><script id=""__NEXT_DATA__"" type=""application/json"">{""props"":{""pageProps"":{""statusCode"":404}},""page"":""/_error"",""query"":{},""buildId"":""bswyj5LIYOPjWyvUUggOC"",""nextExport"":true,""isFallback"":false,""gip"":true,""locale"":""en"",""locales"":[""en""],""defaultLocale"":""en"",""scriptLoader"":[]}</script></body></html>\n```\n\n### Steps to reproduce\n\n```\nfrom langfuse.langchain import CallbackHandler\nfrom langfuse import Langfuse\nfrom langchain_ollama.llms import OllamaLLM\nfrom langchain_core.prompts import ChatPromptTemplate\n\nlangfuse = Langfuse(\n    public_key=""lf_pk_test_key"",\n    secret_key=""lf_sk_test_key"",\n    host=""http://0.0.0.0:4000""  # Optional: defaults to https://cloud.langfuse.com\n) \nlangfuse_handler = CallbackHandler()\n\nllm = OllamaLLM(\n            model=settings.ollama_llm_model, base_url=settings.ollama_api_url\n        )\nprompt = ChatPromptTemplate.from_template(self.prompt_template)\nchain = prompt | llm\nresult = chain.invoke({""passages"": passages, ""question"": query}, config={""callbacks"": [langfuse_handler]})\nprint(result)\n```\n\n### Langfuse Cloud or self-hosted?\n\nSelf-hosted\n\n### If self-hosted, what version are you running?\n\n2.95.9\n\n### SDK and integration versions\n\nPython SDK v3\n\n### Additional information\n\n_No response_\n\n### Are you interested in contributing a fix for this bug?\n\nNo",bug_report,github bug label or bug: title
"Question: How to turn off health check and logging in console\n\nI'm trying to setup langfuse local.\n\nI have problem with setting config for **openlit** with FastAPI. I've searched on docs but not found:\n- Auto logging openlit to console causes complicated view logger with fastAPI\n- Having many health check tracer in langfuse, I only want to trace route api when calling\n\nLoggging openlit:\n```\n{\n    ""name"": ""POST"",\n    ""context"": {\n        ""trace_id"": ""0x4bbc19ed85b6b29eee28a8d27aac1ce0"",\n        ""span_id"": ""0xe88c2b773bf1b301"",\n        ""trace_state"": ""[]""\n    },\n    ""kind"": ""SpanKind.CLIENT"",\n    ""parent_id"": null,\n    ""start_time"": ""2025-08-21T07:31:36.589194Z"",\n    ""end_time"": ""2025-08-21T07:31:36.591729Z"",\n    ""status"": {\n        ""status_code"": ""UNSET""\n    },\n    ""attributes"": {\n        ""http.method"": ""POST"",\n        ""http.url"": ""http://localhost:8200/intake/v2/events"",\n        ""http.status_code"": 202\n    },\n    ""events"": [],\n    ""links"": [],\n    ""resource"": {\n        ""attributes"": {\n            ""telemetry.sdk.language"": ""python"",\n            ""telemetry.sdk.name"": ""openlit"",\n            ""telemetry.sdk.version"": ""1.34.1"",\n            ""service.name"": ""default"",\n            ""deployment.environment"": ""default""\n        },\n        ""schema_url"": """"\n    }\n}\n```\nTracer in web UI langfuse\n\n<img width=""1557"" height=""688"" alt=""Image"" src=""https://github.com/user-attachments/assets/8a1b12ba-4b36-4c55-b482-267c5b96b1ec"" />\n\nHere is my code:\n```\nimport uuid\nimport time\nimport traceback\nfrom fastapi import APIRouter, Request, HTTPException, Header, Depends\nfrom sse_starlette.sse import EventSourceResponse\nfrom modules.orchestrator.pipeline import Pipeline\nfrom src.schemas.agent import ChatRequest\nfrom utils.logger import setup_logger\nfrom utils.helpers import encode_sse\nfrom configs.setting import get_settings\nimport json\n\nimport openlit\nfrom langfuse import Langfuse\nfrom langfuse import observe\n\nopenlit.init(disable_batch=True, disabled_instrumentors=[""resource_metrics""])\nlangfuse = Langfuse(\n    secret_key=""sk-lf-f85ae86c-2b0f-4cd5-9019-654c97439b9a"",\n    public_key=""pk-lf-8e41127a-d3bb-405e-b1f8-4141b2c88726"",\n    host=""http://10.22.14.6:3003"",\n    # debug=True,\n)\n\nrouter = APIRouter(\n    prefix=""/agent"",\n    tags=[""Agent""],\n)\npipeline = Pipeline()\nlogger = setup_logger()\nsettings = get_settings()\n\nasync def verify_token(token: str = Header(...)):\n    if token != settings.TOKEN:\n        raise HTTPException(status_code=403, detail=""Invalid or missing token"")\n\n@router.post(""/chat"")\nasync def chat(\n    query: ChatRequest,\n    request: Request,\n    x_request_id: str = Header(...),\n    token: str = Depends(verify_token),\n):\n    # request_id = request.headers.get(""x_request_id"")\n    request_id = x_request_id\n    if not request_id:\n        if settings.ENV != ""LOCAL"":\n            raise HTTPException(status_code=400, detail=""Request ID is required"")\n        else:\n            request_id = str(uuid.uuid4())\n\n    extra_logs = {""x-request-id"": request_id, ""router"": ""/agent/chat""}\n    toc = time.time()\n    logger.info(f""Start chat service"", extra=extra_logs)\n    try:\n\n        async def event_generator():\n            is_first_chunk = True\n            async for part in pipeline.run(query):\n                if is_first_chunk:\n                    tic = time.time()\n                    extra_logs[""duration""] = tic - toc\n                    logger.info(f""Start responding"", extra=extra_logs)\n                    is_first_chunk = False\n\n                yield json.dumps(part, ensure_ascii=False)\n\n        return EventSourceResponse(event_generator())\n    except Exception as exc:\n        extra_logs[""trackback""] = traceback.format_exc()\n        logger.error(f""Error in chat service"", extra=extra_logs)\n        raise HTTPException(status_code=500, detail=str(exc))\n\n```\nMany thanks",support_question,question/clarification without failure
"bug: generation name won't work in latest version\n\n### Describe the bug\n\nI can use `generation_name` to mark generation from llm yesterday correctly. However, when I use it today, everthing wrong, it is named `Received Proxy Server Request`, which is not my `generation_name`:\n\n<img width=""1512"" height=""828"" alt=""Image"" src=""https://github.com/user-attachments/assets/cba2435b-4b14-40ae-9db3-c8ae17804216"" />\n\nThis is langfuse ui yesterday:\n\n<img width=""734"" height=""271"" alt=""Image"" src=""https://github.com/user-attachments/assets/cb5c7e73-b379-4b99-8e8c-49a6d274109c"" />\n\nHow can I make correct generation name in Python code so I can mark every llm's generation?\n\n### Steps to reproduce\n\nMy python code:\n\n```python\n_metadata = {\n    ""generation_name"": ""test04"",\n    ""trace_id"": ""trace-12"",\n    ""session_id"": ""sess-06"",\n    ""tags"": [""prod"", ""beta-user""],\n    ""trace_user_id"": ""user-id3""\n}\n\n_kwargs = {**kwargs, ""extra_body"": {""metadata"": _metadata}}\nresponse = litellm.completion(\n    model=self.model_name,\n    messages=messages,\n    temperature=temperature,\n    max_tokens=max_tokens,\n    api_key=self.api_key,\n    base_url=self.api_base,\n    **_kwargs\n)\n```\n\n### Langfuse Cloud or self-hosted?\n\nSelf-hosted\n\n### If self-hosted, what version are you running?\n\nDocker images: langfuse/langfuse-worker:3, langfuse/langfuse:3\n\n### SDK and integration versions\n\n_No response_\n\n### Additional information\n\n_No response_\n\n### Are you interested in contributing a fix for this bug?\n\nNo",bug_report,github bug label or bug: title
